"Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Warengruppe","Umsatz","KielerWoche","Woche","Jahr","Monath","Wochentag","vt_umsatz","Wochenumsatz.x","Wochenumsatz.y","Wochenumsatz_wg","Ferientage","Feiertag","Wahl","min_temp","max_temp","niederschlag","sonnenscheindauer","windgeschinkigkeit_max","schneeh","Monat","Index"
2013-07-01,6,17.8375,15,20,1,148.828353112183,0,26,2013,7,"Montag",NA,NA,NA,NA,1,"0","0",11.5,20.1,0.3,6,6,NA,7,92.2
2013-07-01,6,17.8375,15,20,2,535.856284785361,0,26,2013,7,"Montag",NA,NA,NA,NA,1,"0","0",11.5,20.1,0.3,6,6,NA,7,92.2
2013-07-01,6,17.8375,15,20,3,201.198425690037,0,26,2013,7,"Montag",NA,NA,NA,NA,1,"0","0",11.5,20.1,0.3,6,6,NA,7,92.2
2013-07-01,6,17.8375,15,20,4,65.890168799361,0,26,2013,7,"Montag",NA,NA,NA,NA,1,"0","0",11.5,20.1,0.3,6,6,NA,7,92.2
2013-07-01,6,17.8375,15,20,5,317.475874933038,0,26,2013,7,"Montag",NA,NA,NA,NA,1,"0","0",11.5,20.1,0.3,6,6,NA,7,92.2
2013-07-01,6,17.8375,15,20,6,0,0,26,2013,7,"Montag",NA,NA,NA,NA,1,"0","0",11.5,20.1,0.3,6,6,NA,7,92.2
2013-07-02,3,17.3125,10,NA,1,159.79375714468,0,27,2013,7,"Dienstag",148.828353112183,1269.24910731998,1269.24910731998,148.828353112183,1,"0","0",10.9,19.9,0.1,8.5,5,NA,7,92.2
2013-07-02,3,17.3125,10,NA,2,546.780787392297,0,27,2013,7,"Dienstag",535.856284785361,1269.24910731998,1269.24910731998,535.856284785361,1,"0","0",10.9,19.9,0.1,8.5,5,NA,7,92.2
2013-07-02,3,17.3125,10,NA,3,265.261253994438,0,27,2013,7,"Dienstag",201.198425690037,1269.24910731998,1269.24910731998,201.198425690037,1,"0","0",10.9,19.9,0.1,8.5,5,NA,7,92.2
2013-07-02,3,17.3125,10,NA,4,74.5439171827412,0,27,2013,7,"Dienstag",65.890168799361,1269.24910731998,1269.24910731998,65.890168799361,1,"0","0",10.9,19.9,0.1,8.5,5,NA,7,92.2
2013-07-02,3,17.3125,10,NA,5,383.628681612577,0,27,2013,7,"Dienstag",317.475874933038,1269.24910731998,1269.24910731998,317.475874933038,1,"0","0",10.9,19.9,0.1,8.5,5,NA,7,92.2
2013-07-02,3,17.3125,10,NA,6,0,0,27,2013,7,"Dienstag",0,1269.24910731998,1269.24910731998,0,1,"0","0",10.9,19.9,0.1,8.5,5,NA,7,92.2
2013-07-03,7,21.075,6,61,1,111.885593514353,0,27,2013,7,"Mittwoch",159.79375714468,1269.24910731998,1269.24910731998,148.828353112183,1,"0","0",15.1,24.2,10.2,2,4,NA,7,92.2
2013-07-03,7,21.075,6,61,2,427.343258749983,0,27,2013,7,"Mittwoch",546.780787392297,1269.24910731998,1269.24910731998,535.856284785361,1,"0","0",15.1,24.2,10.2,2,4,NA,7,92.2
2013-07-03,7,21.075,6,61,3,210.260241465493,0,27,2013,7,"Mittwoch",265.261253994438,1269.24910731998,1269.24910731998,201.198425690037,1,"0","0",15.1,24.2,10.2,2,4,NA,7,92.2
2013-07-03,7,21.075,6,61,4,69.2627280649987,0,27,2013,7,"Mittwoch",74.5439171827412,1269.24910731998,1269.24910731998,65.890168799361,1,"0","0",15.1,24.2,10.2,2,4,NA,7,92.2
2013-07-03,7,21.075,6,61,5,305.523072325318,0,27,2013,7,"Mittwoch",383.628681612577,1269.24910731998,1269.24910731998,317.475874933038,1,"0","0",15.1,24.2,10.2,2,4,NA,7,92.2
2013-07-03,7,21.075,6,61,6,0,0,27,2013,7,"Mittwoch",0,1269.24910731998,1269.24910731998,0,1,"0","0",15.1,24.2,10.2,2,4,NA,7,92.2
2013-07-04,7,18.85,7,20,1,168.864940979931,0,27,2013,7,"Donnerstag",111.885593514353,1269.24910731998,1269.24910731998,148.828353112183,1,"0","0",13.5,19.9,0,0.2,5,NA,7,92.2
2013-07-04,7,18.85,7,20,2,454.859641347987,0,27,2013,7,"Donnerstag",427.343258749983,1269.24910731998,1269.24910731998,535.856284785361,1,"0","0",13.5,19.9,0,0.2,5,NA,7,92.2
2013-07-04,7,18.85,7,20,3,190.686641378586,0,27,2013,7,"Donnerstag",210.260241465493,1269.24910731998,1269.24910731998,201.198425690037,1,"0","0",13.5,19.9,0,0.2,5,NA,7,92.2
2013-07-04,7,18.85,7,20,4,61.490175369225,0,27,2013,7,"Donnerstag",69.2627280649987,1269.24910731998,1269.24910731998,65.890168799361,1,"0","0",13.5,19.9,0,0.2,5,NA,7,92.2
2013-07-04,7,18.85,7,20,5,308.408167942149,0,27,2013,7,"Donnerstag",305.523072325318,1269.24910731998,1269.24910731998,317.475874933038,1,"0","0",13.5,19.9,0,0.2,5,NA,7,92.2
2013-07-04,7,18.85,7,20,6,0,0,27,2013,7,"Donnerstag",0,1269.24910731998,1269.24910731998,0,1,"0","0",13.5,19.9,0,0.2,5,NA,7,92.2
2013-07-05,5,19.975,12,NA,1,171.280754117955,0,27,2013,7,"Freitag",168.864940979931,1269.24910731998,1269.24910731998,148.828353112183,1,"0","0",10.2,22.2,0,8.1,5,NA,7,92.2
2013-07-05,5,19.975,12,NA,2,492.818804066088,0,27,2013,7,"Freitag",454.859641347987,1269.24910731998,1269.24910731998,535.856284785361,1,"0","0",10.2,22.2,0,8.1,5,NA,7,92.2
2013-07-05,5,19.975,12,NA,3,181.644870215041,0,27,2013,7,"Freitag",190.686641378586,1269.24910731998,1269.24910731998,201.198425690037,1,"0","0",10.2,22.2,0,8.1,5,NA,7,92.2
2013-07-05,5,19.975,12,NA,4,86.7598614451924,0,27,2013,7,"Freitag",61.490175369225,1269.24910731998,1269.24910731998,65.890168799361,1,"0","0",10.2,22.2,0,8.1,5,NA,7,92.2
2013-07-05,5,19.975,12,NA,5,355.518770367742,0,27,2013,7,"Freitag",308.408167942149,1269.24910731998,1269.24910731998,317.475874933038,1,"0","0",10.2,22.2,0,8.1,5,NA,7,92.2
2013-07-05,5,19.975,12,NA,6,0,0,27,2013,7,"Freitag",0,1269.24910731998,1269.24910731998,0,1,"0","0",10.2,22.2,0,8.1,5,NA,7,92.2
2013-07-06,0,18.9625,8,NA,1,174.552359998476,0,27,2013,7,"Samstag",171.280754117955,1269.24910731998,1269.24910731998,148.828353112183,1,"0","0",7.6,20.6,0,16,4,NA,7,92.2
2013-07-06,0,18.9625,8,NA,2,631.906068038484,0,27,2013,7,"Samstag",492.818804066088,1269.24910731998,1269.24910731998,535.856284785361,1,"0","0",7.6,20.6,0,16,4,NA,7,92.2
2013-07-06,0,18.9625,8,NA,3,291.557959835153,0,27,2013,7,"Samstag",181.644870215041,1269.24910731998,1269.24910731998,201.198425690037,1,"0","0",7.6,20.6,0,16,4,NA,7,92.2
2013-07-06,0,18.9625,8,NA,4,80.6465768881107,0,27,2013,7,"Samstag",86.7598614451924,1269.24910731998,1269.24910731998,65.890168799361,1,"0","0",7.6,20.6,0,16,4,NA,7,92.2
2013-07-06,0,18.9625,8,NA,5,361.866932797941,0,27,2013,7,"Samstag",355.518770367742,1269.24910731998,1269.24910731998,317.475874933038,1,"0","0",7.6,20.6,0,16,4,NA,7,92.2
2013-07-06,0,18.9625,8,NA,6,0,0,27,2013,7,"Samstag",0,1269.24910731998,1269.24910731998,0,1,"0","0",7.6,20.6,0,16,4,NA,7,92.2
2013-07-07,0,21.375,9,NA,1,92.6377553788373,0,27,2013,7,"Sonntag",174.552359998476,1269.24910731998,1269.24910731998,148.828353112183,1,"0","0",9,22.3,0,15.1,4,NA,7,92.2
2013-07-07,0,21.375,9,NA,2,695.25572963054,0,27,2013,7,"Sonntag",631.906068038484,1269.24910731998,1269.24910731998,535.856284785361,1,"0","0",9,22.3,0,15.1,4,NA,7,92.2
2013-07-07,0,21.375,9,NA,3,279.665938833443,0,27,2013,7,"Sonntag",291.557959835153,1269.24910731998,1269.24910731998,201.198425690037,1,"0","0",9,22.3,0,15.1,4,NA,7,92.2
2013-07-07,0,21.375,9,NA,4,94.6039024817053,0,27,2013,7,"Sonntag",80.6465768881107,1269.24910731998,1269.24910731998,65.890168799361,1,"0","0",9,22.3,0,15.1,4,NA,7,92.2
2013-07-07,0,21.375,9,NA,5,370.20960108863,0,27,2013,7,"Sonntag",361.866932797941,1269.24910731998,1269.24910731998,317.475874933038,1,"0","0",9,22.3,0,15.1,4,NA,7,92.2
2013-07-07,0,21.375,9,NA,6,0,0,27,2013,7,"Sonntag",0,1269.24910731998,1269.24910731998,0,1,"0","0",9,22.3,0,15.1,4,NA,7,92.2
2013-07-08,0,22.725,10,5,1,135.500244042392,0,27,2013,7,"Montag",92.6377553788373,1269.24910731998,1269.24910731998,148.828353112183,1,"0","0",10.6,24.6,0,14.5,5,NA,7,92.2
2013-07-08,0,22.725,10,5,2,538.529249911711,0,27,2013,7,"Montag",695.25572963054,1269.24910731998,1269.24910731998,535.856284785361,1,"0","0",10.6,24.6,0,14.5,5,NA,7,92.2
2013-07-08,0,22.725,10,5,3,195.158794309303,0,27,2013,7,"Montag",279.665938833443,1269.24910731998,1269.24910731998,201.198425690037,1,"0","0",10.6,24.6,0,14.5,5,NA,7,92.2
2013-07-08,0,22.725,10,5,4,49.5000238633042,0,27,2013,7,"Montag",94.6039024817053,1269.24910731998,1269.24910731998,65.890168799361,1,"0","0",10.6,24.6,0,14.5,5,NA,7,92.2
2013-07-08,0,22.725,10,5,5,285.233382496522,0,27,2013,7,"Montag",370.20960108863,1269.24910731998,1269.24910731998,317.475874933038,1,"0","0",10.6,24.6,0,14.5,5,NA,7,92.2
2013-07-08,0,22.725,10,5,6,0,0,27,2013,7,"Montag",0,1269.24910731998,1269.24910731998,0,1,"0","0",10.6,24.6,0,14.5,5,NA,7,92.2
2013-07-09,0,23.275,8,NA,1,136.048382778344,0,28,2013,7,"Dienstag",135.500244042392,9303.44043827133,9303.44043827133,1014.51540517662,1,"0","0",10.7,25.2,0,14.5,5,NA,7,92.2
2013-07-09,0,23.275,8,NA,2,585.957264698849,0,28,2013,7,"Dienstag",538.529249911711,9303.44043827133,9303.44043827133,3787.49353913709,1,"0","0",10.7,25.2,0,14.5,5,NA,7,92.2
2013-07-09,0,23.275,8,NA,3,245.808338509722,0,28,2013,7,"Dienstag",195.158794309303,9303.44043827133,9303.44043827133,1614.23570003146,1,"0","0",10.7,25.2,0,14.5,5,NA,7,92.2
2013-07-09,0,23.275,8,NA,4,75.2089975834558,0,28,2013,7,"Dienstag",49.5000238633042,9303.44043827133,9303.44043827133,516.807185295277,1,"0","0",10.7,25.2,0,14.5,5,NA,7,92.2
2013-07-09,0,23.275,8,NA,5,342.089345776475,0,28,2013,7,"Dienstag",285.233382496522,9303.44043827133,9303.44043827133,2370.38860863088,1,"0","0",10.7,25.2,0,14.5,5,NA,7,92.2
2013-07-09,0,23.275,8,NA,6,0,0,28,2013,7,"Dienstag",0,9303.44043827133,9303.44043827133,0,1,"0","0",10.7,25.2,0,14.5,5,NA,7,92.2
2013-07-10,2,19.6875,13,5,1,135.132314289581,0,28,2013,7,"Mittwoch",136.048382778344,9303.44043827133,9303.44043827133,1014.51540517662,1,"0","0",12.4,22,0,11.4,6,NA,7,92.2
2013-07-10,2,19.6875,13,5,2,567.365764527953,0,28,2013,7,"Mittwoch",585.957264698849,9303.44043827133,9303.44043827133,3787.49353913709,1,"0","0",12.4,22,0,11.4,6,NA,7,92.2
2013-07-10,2,19.6875,13,5,3,265.109142544045,0,28,2013,7,"Mittwoch",245.808338509722,9303.44043827133,9303.44043827133,1614.23570003146,1,"0","0",12.4,22,0,11.4,6,NA,7,92.2
2013-07-10,2,19.6875,13,5,4,73.8056511129258,0,28,2013,7,"Mittwoch",75.2089975834558,9303.44043827133,9303.44043827133,516.807185295277,1,"0","0",12.4,22,0,11.4,6,NA,7,92.2
2013-07-10,2,19.6875,13,5,5,343.353066508123,0,28,2013,7,"Mittwoch",342.089345776475,9303.44043827133,9303.44043827133,2370.38860863088,1,"0","0",12.4,22,0,11.4,6,NA,7,92.2
